Weapon Hash,Weapon Name,Weapon Name With Season,Weapon Type,Weapon Slot,Weapon Tier,Weapon Element,Weapon Current Version,Weapon Power Cap,Is Sunset,Weapon Season,Weapon Archetype,Weapon Slot 1 Type,Weapon Slot 2 Type,Weapon Slot 3 Type,Weapon Slot 4 Type,Accuracy,Aim Assistance,Airborne Effectiveness,Ammo Capacity,Blast Radius,Charge Rate,Charge Time,Draw Time,Guard Efficiency,Guard Endurance,Guard Resistance,Handling,Impact,Inventory Size,Magazine,Weapon Range,Recoil Direction,Reload Speed,Rounds Per Minute,Shield Duration,Stability,Swing Speed,Velocity,Zoom,Slot 1 Perk 0,Slot 1 Perk 1,Slot 1 Perk 2,Slot 1 Perk 3,Slot 1 Perk 4,Slot 1 Perk 5,Slot 1 Perk 6,Slot 1 Perk 7,Slot 1 Perk 8,Slot 1 Perk 9,Slot 1 Perk 10,Slot 1 Perk 11,Slot 1 Perk 12,Slot 2 Perk 0,Slot 2 Perk 1,Slot 2 Perk 2,Slot 2 Perk 3,Slot 2 Perk 4,Slot 2 Perk 5,Slot 2 Perk 6,Slot 2 Perk 7,Slot 2 Perk 8,Slot 2 Perk 9,Slot 2 Perk 10,Slot 2 Perk 11,Slot 2 Perk 12,Slot 3 Perk 0,Slot 3 Perk 1,Slot 3 Perk 2,Slot 3 Perk 3,Slot 3 Perk 4,Slot 3 Perk 5,Slot 3 Perk 6,Slot 3 Perk 7,Slot 3 Perk 8,Slot 3 Perk 9,Slot 3 Perk 10,Slot 3 Perk 11,Slot 3 Perk 12,Slot 4 Perk 0,Slot 4 Perk 1,Slot 4 Perk 2,Slot 4 Perk 3,Slot 4 Perk 4,Slot 4 Perk 5,Slot 4 Perk 6,Slot 4 Perk 7,Slot 4 Perk 8,Slot 4 Perk 9,Slot 4 Perk 10,Slot 4 Perk 11,Slot 4 Perk 12
1150492185,Sole Survivor,Sole Survivor (S21),Sniper Rifle,Energy,Legendary,Arc,0,999999,No,21,Adaptive Frame,Barrels,Magazines,Frames,Frames,,51.0,2.0,,,,,,,,,42.0,70.0,41.0,4.0,45.0,80.0,43.0,90.0,,36.0,,,40.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Outlaw,Snapshot Sights,Rapid Hit,Eddy Current,Field Prep,Lead from Gold,,,,,,,,Voltshot,Focused Fury,Firing Line,Vorpal Weapon,Frenzy,Eye of the Storm,,,,,,,
1159252500,Vacuna SR4,Vacuna SR4 (S03),Scout Rifle,Energy,Legendary,Solar,0,1060,Yes,3,Lightweight Frame,Scopes,Magazines,Frames,,,73.0,10.0,,,,,,,,,64.0,60.0,46.0,15.0,34.0,60.0,57.0,200.0,,33.0,,,20.0,Spark PS,Flash HS5,Impulse MS3,,,,,,,,,,,Armor-Piercing Rounds,Appended Mag,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,
1161276682,Redrix's Broadsword,Redrix's Broadsword (S04),Pulse Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,4,High-Impact Frame,Barrels,Magazines,Frames,Frames,,39.0,10.0,,,,,,,,,31.0,33.0,50.0,27.0,55.0,75.0,38.0,340.0,,54.0,,,18.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Outlaw,,,,,,,,,,,,,Desperado,,,,,,,,,,,,
1161561386,The Guiding Sight,The Guiding Sight (S22),Scout Rifle,Kinetic,Legendary,Strand,0,999999,No,22,High-Impact Frame,Barrels,Magazines,Frames,Frames,,30.0,10.0,,,,,,,,,27.0,67.0,40.0,13.0,65.0,75.0,36.0,150.0,,24.0,,,19.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Enlightened Action,Demolitionist,Moving Target,Tunnel Vision,Perpetual Motion,Gutshot Straight,,,,,,,,Hatchling,Adrenaline Junkie,Kill Clip,Encore,Cascade Point,Precision Instrument,,,,,,,
1162247618,Jian 7 Rifle,Jian 7 Rifle (S10),Pulse Rifle,Energy,Legendary,Arc,0,999999,No,10,Adaptive Frame,Scopes,Magazines,Frames,Frames,,64.0,10.0,,,,,,,,,47.0,29.0,55.0,33.0,41.0,80.0,37.0,390.0,,45.0,,41.0,17.0,SRO-37 Ocular,SRO-41 Ocular,SRO-52 Ocular,SLO-12 Post,SLO-21 Post,SLO-10 Post,SPO-57 Front,SPO-28 Front,SPO-26 Front,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Zen Moment,Firmly Planted,Grave Robber,Disruption Break,Full Auto Trigger System,,,,,,,,,Swashbuckler,Rampage,Outlaw,Rangefinder,Dragonfly,,,,,,,,
1167153950,Adhortative,Adhortative (S08),Pulse Rifle,Energy,Legendary,Solar,0,1060,Yes,8,Adaptive Frame,Barrels,Magazines,Frames,Frames,,61.0,10.0,,,,,,,,,42.0,29.0,52.0,37.0,41.0,61.0,39.0,390.0,,50.0,,,17.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Feeding Frenzy,Hip-Fire Grip,Genesis,Field Prep,Firmly Planted,Underdog,,,,,,,,Dragonfly,Rampage,High-Impact Reserves,Headseeker,Multikill Clip,Rangefinder,,,,,,,
1168625549,IKELOS_SG_v1.0.3,IKELOS_SG_v1.0.3 (S19),Shotgun,Energy,Legendary,Solar,0,999999,No,19,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,72.0,2.0,,,,,,,,,44.0,65.0,60.0,7.0,34.0,69.0,61.0,140.0,,32.0,,,12.0,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,,,,,,,,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,,Feeding Frenzy,Turnabout,Offhand Strike,Threat Detector,Grave Robber,Subsistence,Pugilist,,,,,,,Vorpal Weapon,Incandescent,Surrounded,Swashbuckler,Cascade Point,One-Two Punch,Trench Barrel,,,,,,
1173780905,The Messenger (Adept),The Messenger (Adept) (S13),Pulse Rifle,Kinetic,Legendary,Kinetic,1,999999,No,13,High-Impact Frame,Barrels,Magazines,Frames,Frames,,37.0,20.0,,,,,,,,,31.0,33.0,49.0,31.0,66.0,60.0,38.0,340.0,,54.0,,,18.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Rapid Hit,Killing Wind,Outlaw,Moving Target,Heating Up,Perpetual Motion,Stats for All,,,,,,,One for All,Desperado,Headseeker,Kill Clip,Frenzy,Elemental Capacitor,Harmony,,,,,,
1177293325,Tongeren-LR3,Tongeren-LR3 (S01),Sniper Rifle,Energy,Rare,Solar,0,999999,No,1,Rapid-Fire Frame,Scopes,Magazines,Frames,,,66.0,,,,,,,,,,62.0,55.0,28.0,5.0,25.0,48.0,52.0,140.0,,31.0,,,35.0,Longview SLR20,Longview SLR10,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Field Prep,,,,,,,,,,,,,,,,,,,,,,,,,
1177293326,Damietta-LR2,Damietta-LR2 (S01),Sniper Rifle,Energy,Rare,Arc,0,999999,No,1,Aggressive Frame,Scopes,Magazines,Frames,,,39.0,,,,,,,,,,22.0,90.0,25.0,3.0,67.0,64.0,27.0,72.0,,17.0,,,43.0,Ambush SLH25,Longview SLR20,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,
1177293327,Aachen-LR2,Aachen-LR2 (S01),Sniper Rifle,Energy,Rare,Void,0,999999,No,1,Adaptive Frame,Scopes,Magazines,Frames,,,56.0,,,,,,,,,,36.0,70.0,32.0,4.0,40.0,50.0,34.0,90.0,,36.0,,,40.0,EagleEye SLR20,Ambush SLH25,,,,,,,,,,,,Armor-Piercing Rounds,,,,,,,,,,,,,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,
1178397318,Agrona PR4,Agrona PR4 (S03),Pulse Rifle,Energy,Legendary,Void,0,1060,Yes,3,Lightweight Frame,Scopes,Magazines,Frames,,,73.0,10.0,,,,,,,,,65.0,27.0,50.0,31.0,31.0,45.0,55.0,450.0,,48.0,,,17.0,Jolt PS,Flash HS5,,,,,,,,,,,,Armor-Piercing Rounds,Steady Rounds,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,
1178397319,Battle Scar,Battle Scar (S03),Pulse Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,3,Lightweight Frame,Scopes,Magazines,Frames,,,72.0,10.0,,,,,,,,,66.0,27.0,53.0,31.0,29.0,43.0,54.0,450.0,,48.0,,,17.0,IS 2 Classic,Model 8 Red,Mark 10 Glass,,,,,,,,,,,Extended Mag,Flared Magwell,,,,,,,,,,,,Full Auto Trigger System,,,,,,,,,,,,,,,,,,,,,,,,,
1178886909,Thin Line,Thin Line (S04),Hand Cannon,Energy,Legendary,Void,0,1060,Yes,4,Aggressive Frame,Scopes,Magazines,Frames,Frames,,60.0,10.0,,,,,,,,,22.0,92.0,45.0,9.0,60.0,88.0,21.0,120.0,,17.0,,,14.0,Fastdraw HCS,SteadyHand HCS,TrueSight HCS,HitMark HCS,Crossfire HCS,Sureshot HCS,,,,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Moving Target,Quickdraw,Auto-Loading Holster,Slideshot,Threat Detector,Triple Tap,,,,,,,,Dragonfly,Outlaw,Opening Shot,Snapshot Sights,Rampage,Zen Moment,,,,,,,
1179141605,Felwinter's Lie,Felwinter's Lie (S10),Shotgun,Energy,Legendary,Solar,0,999999,No,10,Shot Package,Barrels,Magazines,Frames,Frames,,33.0,2.0,,,,,,,,,26.0,80.0,34.0,4.0,21.0,62.0,34.0,55.0,,19.0,,,12.0,Full Choke,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Slideshot,Surplus,,,,,,,,,,,,Opening Shot,Vorpal Weapon,,,,,,,,,,,
1180270692,Quickfang,Quickfang (S01),Sword,Power,Legendary,Void,0,1060,Yes,1,Lightweight Frame,Blades,Guards,Frames,,,,,74.0,,20.0,20.0,,0.0,,0.0,,60.0,,70.0,20.0,,,,,,80.0,,0.0,Jagged Edge,Honed Edge,Tempered Edge,,,,,,,,,,,Swordmaster's Guard,,,,,,,,,,,,,En Garde,,,,,,,,,,,,,,,,,,,,,,,,,
1180270693,Eternity's Edge,Eternity's Edge (S01),Sword,Power,Legendary,Solar,0,1060,Yes,1,Adaptive Frame,Blades,Guards,Frames,,,,,62.0,,20.0,20.0,,0.0,,0.0,,60.0,,60.0,50.0,,,,,,40.0,,0.0,Honed Edge,Hungry Edge,Enduring Blade,,,,,,,,,,,Infinite Guard,,,,,,,,,,,,,Whirlwind Blade,,,,,,,,,,,,,,,,,,,,,,,,,
1180270694,Crown-Splitter,Crown-Splitter (S01),Sword,Power,Legendary,Void,0,1060,Yes,1,Aggressive Frame,Blades,Guards,Frames,,,,,48.0,,20.0,20.0,,0.0,,0.0,,72.0,,40.0,60.0,,,,,,0.0,,0.0,Tempered Edge,Enduring Blade,Hungry Edge,,,,,,,,,,,Heavy Guard,,,,,,,,,,,,,Tireless Blade,,,,,,,,,,,,,,,,,,,,,,,,,
1184309824,Sailspy Pitchglass,Sailspy Pitchglass (S18),Linear Fusion Rifle,Power,Legendary,Arc,0,999999,No,18,Precision Frame,Barrels,Batteries,Frames,Frames,,60.0,15.0,,,,533.0,,,,,25.0,41.0,26.0,5.0,32.0,73.0,23.0,,,42.0,,,25.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Ensemble,Rapid Hit,Compulsive Reloader,Moving Target,Outlaw,Slideways,Clown Cartridge,,,,,,,Heating Up,Voltshot,Swashbuckler,Multikill Clip,Focused Fury,Vorpal Weapon,Frenzy,,,,,,
1184692845,Doom of Chelchis (Harrowed),Doom of Chelchis (Harrowed) (S18),Scout Rifle,Energy,Legendary,Void,0,999999,No,18,Precision Frame,Barrels,Magazines,Frames,Frames,,64.0,17.0,,,,,,,,,39.0,62.0,54.0,16.0,49.0,76.0,44.0,180.0,,40.0,,,20.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Rangefinder,Steady Hands,Adaptive Munitions,Stats for All,Explosive Payload,Firefly,Vorpal Weapon,,,,,,,Eye of the Storm,Unrelenting,Repulsor Brace,One for All,Frenzy,Focused Fury,Dragonfly,,,,,,
1187594590,Relentless,Relentless (S01),Pulse Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,High-Impact Frame,Barrels,Frames,Frames,,,39.0,10.0,,,,,,,,,24.0,33.0,40.0,27.0,55.0,65.0,36.0,340.0,,49.0,,,18.0,Chambered Compensator,Full Bore,Extended Barrel,,,,,,,,,,,Slideways,Headseeker,,,,,,,,,,,,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,
1189790632,The Steady Hand,The Steady Hand (S01),Hand Cannon,Kinetic,Legendary,Kinetic,0,1060,Yes,1,Aggressive Frame,Scopes,Magazines,Frames,,,65.0,10.0,,,,,,,,,20.0,92.0,40.0,8.0,60.0,85.0,20.0,120.0,,25.0,,,14.0,TrueSight HCS,HitMark HCS,Crossfire HCS,,,,,,,,,,,Flared Magwell,Alloy Magazine,,,,,,,,,,,,Outlaw,,,,,,,,,,,,,,,,,,,,,,,,,
1195725817,Sondok-C,Sondok-C (S01),Submachine Gun,Kinetic,Rare,Kinetic,0,999999,No,1,Precision Frame,Scopes,Magazines,Frames,,,50.0,,,,,,,,,,19.0,25.0,27.0,27.0,57.0,87.0,24.0,600.0,,31.0,,,13.0,GB Iron,SC Holo,,,,,,,,,,,,Ricochet Rounds,Tactical Mag,,,,,,,,,,,,Kill Clip,,,,,,,,,,,,,,,,,,,,,,,,,
1195725818,Whip Scorpion-3mg,Whip Scorpion-3mg (S01),Submachine Gun,Energy,Rare,Arc,0,999999,No,1,Lightweight Frame,Barrels,Magazines,Frames,,,45.0,,,,,,,,,,58.0,15.0,67.0,36.0,18.0,92.0,26.0,900.0,,33.0,,,13.0,Arrowhead Brake,Full Bore,,,,,,,,,,,,Steady Rounds,,,,,,,,,,,,,Tap the Trigger,,,,,,,,,,,,,,,,,,,,,,,,,
1195725819,Sorrow MG2,Sorrow MG2 (S01),Submachine Gun,Energy,Basic,Arc,0,999999,No,1,Lightweight Frame,Scopes,,,,,45.0,,,,,,,,,,48.0,15.0,50.0,35.0,20.0,86.0,31.0,900.0,,32.0,,,13.0,Candle PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197486957,High Albedo,High Albedo (S12),Sidearm,Kinetic,Legendary,Kinetic,0,999999,No,12,Adaptive Frame,Barrels,Magazines,Frames,Frames,,71.0,12.0,,,,,,,,,51.0,80.0,47.0,27.0,31.0,99.0,30.0,491.0,,69.0,,,12.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Ambitious Assassin,Slideways,Threat Detector,Surplus,Killing Wind,Full Auto Trigger System,,,,,,,,Snapshot Sights,Wellspring,Unrelenting,Demolitionist,Headseeker,High-Impact Reserves,,,,,,,
1200414607,The Showrunner,The Showrunner (S01),Submachine Gun,Kinetic,Legendary,Kinetic,0,1060,Yes,1,Lightweight Frame,Scopes,Magazines,Frames,,,59.0,12.0,,,,,,,,,60.0,15.0,64.0,36.0,28.0,91.0,27.0,900.0,,35.0,,,13.0,Red Dot Micro,Red Dot 2 MOA,Cleanshot IS,,,,,,,,,,,Tactical Mag,Appended Mag,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
1200824700,IKELOS_HC_v1.0.2,IKELOS_HC_v1.0.2 (S11),Hand Cannon,Energy,Legendary,Void,0,999999,No,11,Precision Frame,Barrels,Magazines,Frames,Frames,,75.0,10.0,,,,,,,,,33.0,78.0,53.0,12.0,32.0,91.0,33.0,180.0,,55.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Seraph Rounds,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,Genesis,Slideways,Threat Detector,Subsistence,Triple Tap,,,,,,,,,Eye of the Storm,High-Impact Reserves,Disruption Break,Vorpal Weapon,Rampage,,,,,,,,
1201830623,Truth,Truth (S07),Rocket Launcher,Power,Exotic,Void,0,999999,No,7,Prototype Trueseeker,Tubes,Magazines,Frames,Stocks,,73.0,9.0,,90.0,,,,,,,65.0,,40.0,1.0,,60.0,39.0,15.0,,62.0,,42.0,20.0,Volatile Launch,,,,,,,,,,,,,High-Velocity Rounds,,,,,,,,,,,,,Grenades and Horseshoes,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
1216130969,Cold Denial,Cold Denial (S11),Pulse Rifle,Kinetic,Legendary,Kinetic,0,999999,No,11,High-Impact Frame,Barrels,Magazines,Frames,Frames,,32.0,10.0,,,,,,,,,24.0,33.0,46.0,28.0,57.0,73.0,34.0,340.0,,44.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Grave Robber,Feeding Frenzy,Zen Moment,Pulse Monitor,Killing Wind,Threat Detector,,,,,,,,Headseeker,Swashbuckler,Unrelenting,Eye of the Storm,Multikill Clip,Sympathetic Arsenal,,,,,,,
1216319404,Fatebringer (Timelost),Fatebringer (Timelost) (S14),Hand Cannon,Kinetic,Legendary,Kinetic,0,999999,No,14,Adaptive Frame,Barrels,Magazines,Frames,Frames,,84.0,10.0,,,,,,,,,55.0,84.0,53.0,10.0,46.0,98.0,46.0,140.0,,57.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Rewind Rounds,Killing Wind,Tunnel Vision,Osmosis,Thresh,Explosive Payload,,,,,,,,Eye of the Storm,Kill Clip,Frenzy,Opening Shot,Adrenaline Junkie,Firefly,,,,,,,
1234150730,Trespasser,Trespasser (S17),Sidearm,Energy,Exotic,Arc,0,999999,No,17,Unrepentant,Barrels,Magazines,Frames,Grips,,70.0,29.0,,,,,,,,,53.0,75.0,50.0,30.0,39.0,100.0,33.0,491.0,,85.0,,,12.0,Full Bore,,,,,,,,,,,,,Ricochet Rounds,,,,,,,,,,,,,Be the Danger,,,,,,,,,,,,,Smooth Grip,,,,,,,,,,,,
1248372789,Sweet Sorrow,Sweet Sorrow (S16),Auto Rifle,Energy,Legendary,Arc,0,999999,No,16,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,81.0,12.0,,,,,,,,,42.0,18.0,53.0,52.0,23.0,57.0,47.0,720.0,,54.0,,,17.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Pulse Monitor,Auto-Loading Holster,Triple Tap,Stats for All,Killing Wind,Perpetual Motion,,,,,,,,Turnabout,Tap the Trigger,Demolitionist,Vorpal Weapon,One for All,Focused Fury,,,,,,,
1251729046,Steelfeather Repeater,Steelfeather Repeater (S09),Auto Rifle,Kinetic,Legendary,Kinetic,0,1260,Yes,9,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,72.0,10.0,,,,,,,,,38.0,18.0,53.0,49.0,24.0,57.0,50.0,720.0,,31.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Grave Robber,Subsistence,Ambitious Assassin,Slideways,Feeding Frenzy,Firmly Planted,,,,,,,,Surrounded,Elemental Capacitor,Swashbuckler,Osmosis,Multikill Clip,Vorpal Weapon,,,,,,,
1253087083,IKELOS_SR_v1.0.2,IKELOS_SR_v1.0.2 (S11),Sniper Rifle,Energy,Legendary,Solar,0,999999,No,11,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,73.0,2.0,,,,,,,,,67.0,55.0,45.0,5.0,30.0,57.0,57.0,140.0,,39.0,,,45.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Seraph Rounds,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,No Distractions,Moving Target,Fourth Time's the Charm,Triple Tap,Feeding Frenzy,,,,,,,,,Multikill Clip,Disruption Break,High-Impact Reserves,Quickdraw,Box Breathing,,,,,,,,
1270948323,Nasreddin,Nasreddin (S01),Sword,Power,Common,Arc,0,999999,No,1,Adaptive Frame,Blades,Guards,,,,,,56.0,,20.0,20.0,,0.0,,0.0,,60.0,,30.0,40.0,,,,,,40.0,,0.0,Jagged Edge,Enduring Blade,,,,,,,,,,,,Enduring Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271343896,Widow's Bite,Widow's Bite (S11),Sniper Rifle,Energy,Legendary,Solar,0,999999,No,11,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,69.0,2.0,,,,,,,,,66.0,55.0,33.0,5.0,29.0,60.0,56.0,140.0,,35.0,,,45.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Pulse Monitor,Slideshot,Lead from Gold,Feeding Frenzy,Firmly Planted,,,,,,,,,Demolitionist,Eye of the Storm,Disruption Break,Quickdraw,Opening Shot,,,,,,,,
1277015089,Gravity Slingshot,Gravity Slingshot (S01),Shotgun,Energy,Legendary,Arc,0,1060,Yes,1,Aggressive Frame,Barrels,Magazines,Frames,,,25.0,2.0,,,,,,,,,28.0,80.0,40.0,5.0,15.0,60.0,28.0,55.0,,20.0,,,12.0,Barrel Shroud,Smoothbore,Rifled Barrel,,,,,,,,,,,Accurized Rounds,Tactical Mag,,,,,,,,,,,,Field Prep,,,,,,,,,,,,,,,,,,,,,,,,,
1280894514,Mechabre,Mechabre (S18),Sniper Rifle,Energy,Legendary,Arc,0,999999,No,18,Aggressive Frame,Barrels,Magazines,Frames,Frames,,41.0,5.0,,,,,,,,,26.0,90.0,45.0,3.0,74.0,77.0,30.0,72.0,,28.0,,,45.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Perpetual Motion,Triple Tap,Snapshot Sights,No Distractions,Clown Cartridge,Auto-Loading Holster,Fragile Focus,,,,,,,Vorpal Weapon,Opening Shot,High-Impact Reserves,Moving Target,Swashbuckler,Slickdraw,Voltshot,,,,,,
1280933460,Claws of the Wolf,Claws of the Wolf (S04),Pulse Rifle,Energy,Legendary,Void,0,1060,Yes,4,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,78.0,10.0,,90.0,,,,,,,21.0,,46.0,34.0,34.0,53.0,27.0,540.0,,39.0,,,17.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Snapshot Sights,Outlaw,Headseeker,Slideshot,Field Prep,Threat Detector,,,,,,,,Rampage,Kill Clip,High-Impact Reserves,Rangefinder,Full Auto Trigger System,Grave Robber,,,,,,,
1281822856,Protostar CSu,Protostar CSu (S01),Submachine Gun,Kinetic,Rare,Kinetic,0,999999,No,1,Adaptive Frame,Scopes,Magazines,Frames,,,43.0,,,,,,,,,,43.0,20.0,38.0,32.0,33.0,85.0,45.0,900.0,,32.0,,,13.0,Cleanshot IS,Hitmark IS,,,,,,,,,,,,Appended Mag,,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
1281822857,Philippis-B,Philippis-B (S01),Submachine Gun,Kinetic,Rare,Kinetic,0,999999,No,1,Precision Frame,Scopes,Magazines,Frames,,,50.0,,,,,,,,,,16.0,25.0,25.0,26.0,47.0,85.0,12.0,600.0,,33.0,,,13.0,GA Post,GB Iron,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
